index,match_id,period,minute,second,player,team,possession,possession_team,type,play_pattern,duel_type,duel_outcome,duration,pass_outcome,shot_statsbomb_xg,outcome_goal,location_x,location_y,time_sec,home_score,away_score,state_match,time_sec_home_lead,time_sec_draw,time_sec_away_lead
5,3829454,1,0,0,Yassine Benzia,Lille,2,Lille,Pass,From Kick Off,,,0.595477,,,0,61.0,40.1,0,0,0,draw,0,0,0
7,3829454,1,0,0,Gadji Celi Carmen Junior Tallo,Lille,2,Lille,Carry,From Kick Off,,,0.690596,,,0,59.2,38.8,0,0,0,draw,0,0,0
8,3829454,1,0,1,Gadji Celi Carmen Junior Tallo,Lille,2,Lille,Pass,From Kick Off,,,1.161013,,,0,58.3,38.4,1,0,0,draw,0,1,0
10,3829454,1,0,2,Florent Balmont,Lille,2,Lille,Carry,From Kick Off,,,2.819424,,,0,49.4,42.2,2,0,0,draw,0,2,0
11,3829454,1,0,3,Alexandre Lacazette,Lyon,2,Lille,Pressure,From Kick Off,,,1.759439,,,0,70.5,39.2,3,0,0,draw,0,3,0
12,3829454,1,0,5,Florent Balmont,Lille,2,Lille,Pass,From Kick Off,,,1.002433,,,0,61.4,42.8,5,0,0,draw,0,5,0
13,3829454,1,0,6,Samuel Yves Umtiti,Lyon,2,Lille,Pressure,From Kick Off,,,0.356844,,,0,48.4,35.4,6,0,0,draw,0,6,0
15,3829454,1,0,6,Gadji Celi Carmen Junior Tallo,Lille,2,Lille,Carry,From Kick Off,,,0.22428401,,,0,71.1,44.9,6,0,0,draw,0,6,0
16,3829454,1,0,6,Gadji Celi Carmen Junior Tallo,Lille,2,Lille,Dispossessed,From Kick Off,,,0.0,,,0,71.7,44.7,6,0,0,draw,0,6,0
17,3829454,1,0,6,Samuel Yves Umtiti,Lyon,3,Lyon,Duel,Regular Play,Tackle,Success In Play,0.0,,,0,48.4,35.4,6,0,0,draw,0,6,0
18,3829454,1,0,7,Alexandre Lacazette,Lyon,3,Lyon,Pass,Regular Play,,,1.988664,,,0,50.5,37.7,7,0,0,draw,0,7,0
20,3829454,1,0,9,Corentin Tolisso,Lyon,3,Lyon,Carry,Regular Play,,,0.976178,,,0,55.9,25.6,9,0,0,draw,0,9,0
21,3829454,1,0,10,Corentin Tolisso,Lyon,3,Lyon,Pass,Regular Play,,,1.834585,,,0,57.6,18.5,10,0,0,draw,0,10,0
23,3829454,1,0,12,Henri Bedimo Nsamè,Lyon,3,Lyon,Carry,Regular Play,,,1.084977,,,0,54.0,2.8,12,0,0,draw,0,12,0
24,3829454,1,0,13,Henri Bedimo Nsamè,Lyon,3,Lyon,Pass,Regular Play,,,0.789253,,,0,54.0,2.8,13,0,0,draw,0,13,0
25,3829454,1,0,13,Yassine Benzia,Lille,3,Lyon,Pressure,Regular Play,,,1.256796,,,0,56.3,73.7,13,0,0,draw,0,13,0
27,3829454,1,0,13,Mathieu Valbuena,Lyon,3,Lyon,Carry,Regular Play,,,1.124282,,,0,66.3,6.2,13,0,0,draw,0,13,0
28,3829454,1,0,15,Mathieu Valbuena,Lyon,3,Lyon,Pass,Regular Play,,,0.839715,,,0,63.6,4.7,15,0,0,draw,0,15,0
30,3829454,1,0,15,Henri Bedimo Nsamè,Lyon,3,Lyon,Carry,Regular Play,,,2.424633,,,0,58.6,1.4,15,0,0,draw,0,15,0
31,3829454,1,0,18,Henri Bedimo Nsamè,Lyon,3,Lyon,Pass,Regular Play,,,1.963998,,,0,57.8,1.4,18,0,0,draw,0,18,0
33,3829454,1,0,20,Samuel Yves Umtiti,Lyon,3,Lyon,Carry,Regular Play,,,1.616376,,,0,32.1,8.3,20,0,0,draw,0,20,0
34,3829454,1,0,21,Samuel Yves Umtiti,Lyon,3,Lyon,Pass,Regular Play,,,1.841277,,,0,30.2,14.8,21,0,0,draw,0,21,0
36,3829454,1,0,23,Mapou Yanga-Mbiwa,Lyon,3,Lyon,Carry,Regular Play,,,0.723015,,,0,26.2,44.0,23,0,0,draw,0,23,0
37,3829454,1,0,24,Mapou Yanga-Mbiwa,Lyon,3,Lyon,Pass,Regular Play,,,1.569464,,,0,28.7,47.5,24,0,0,draw,0,24,0
39,3829454,1,0,26,Christophe Jallet,Lyon,3,Lyon,Pass,Regular Play,,,1.901302,,,0,49.2,75.5,26,0,0,draw,0,26,0
41,3829454,1,0,27,Mapou Yanga-Mbiwa,Lyon,3,Lyon,Carry,Regular Play,,,2.362648,,,0,37.3,64.6,27,0,0,draw,0,27,0
42,3829454,1,0,30,Mapou Yanga-Mbiwa,Lyon,3,Lyon,Pass,Regular Play,,,1.896586,,,0,34.2,47.9,30,0,0,draw,0,30,0
44,3829454,1,0,32,Samuel Yves Umtiti,Lyon,3,Lyon,Carry,Regular Play,,,1.774219,,,0,35.0,22.2,32,0,0,draw,0,32,0
45,3829454,1,0,33,Samuel Yves Umtiti,Lyon,3,Lyon,Pass,Regular Play,,,1.177597,,,0,42.3,16.8,33,0,0,draw,0,33,0
47,3829454,1,0,35,Claudio Beauvue,Lyon,3,Lyon,Carry,Regular Play,,,0.091477,,,0,73.9,11.0,35,0,0,draw,0,35,0
48,3829454,1,0,35,Claudio Beauvue,Lyon,3,Lyon,Pass,Regular Play,,,1.317805,,,0,73.3,10.9,35,0,0,draw,0,35,0
50,3829454,1,0,36,Henri Bedimo Nsamè,Lyon,3,Lyon,Pass,Regular Play,,,0.830964,,,0,69.9,5.5,36,0,0,draw,0,36,0
51,3829454,1,0,37,Florent Balmont,Lille,3,Lyon,Pressure,Regular Play,,,1.35188,,,0,49.6,70.8,37,0,0,draw,0,37,0
