index,match_id,period,minute,second,player,team,possession,possession_team,type,play_pattern,duel_type,duel_outcome,duration,pass_outcome,shot_statsbomb_xg,outcome_goal,location_x,location_y,time_sec,home_score,away_score,state_match,time_sec_home_lead,time_sec_draw,time_sec_away_lead
5,3829515,1,0,0,Souleymane Camara,Montpellier,2,Montpellier,Pass,From Kick Off,,,0.747507,,,0,61.0,40.1,0,0,0,draw,0,0,0
7,3829515,1,0,1,Ryad Boudebouz,Montpellier,2,Montpellier,Carry,From Kick Off,,,0.08,,,0,62.2,39.6,1,0,0,draw,0,1,0
8,3829515,1,0,1,Ryad Boudebouz,Montpellier,2,Montpellier,Pass,From Kick Off,,,2.303075,,,0,62.2,40.2,1,0,0,draw,0,1,0
10,3829515,1,0,3,Bryan Dabo,Montpellier,2,Montpellier,Carry,From Kick Off,,,1.120898,,,0,68.3,76.3,3,0,0,draw,0,3,0
11,3829515,1,0,4,Florian Marange,Bastia,2,Montpellier,Pressure,From Kick Off,,,0.71474,,,0,51.0,8.6,4,0,0,draw,0,4,0
12,3829515,1,0,4,Seko Fofana,Bastia,2,Montpellier,Pressure,From Kick Off,,,0.484138,,,0,52.1,8.0,4,0,0,draw,0,4,0
13,3829515,1,0,4,Bryan Dabo,Montpellier,2,Montpellier,Pass,From Kick Off,,,0.783487,,,0,66.9,71.1,4,0,0,draw,0,4,0
15,3829515,1,0,5,Ryad Boudebouz,Montpellier,2,Montpellier,Carry,From Kick Off,,,1.315707,,,0,65.0,60.6,5,0,0,draw,0,5,0
16,3829515,1,0,5,Gaël Danic,Bastia,2,Montpellier,Pressure,From Kick Off,,,1.039463,,,0,54.2,19.6,5,0,0,draw,0,5,0
17,3829515,1,0,6,Ryad Boudebouz,Montpellier,2,Montpellier,Dispossessed,From Kick Off,,,0.0,,,0,64.9,60.6,6,0,0,draw,0,6,0
18,3829515,1,0,6,Gaël Danic,Bastia,3,Bastia,Duel,Regular Play,Tackle,Success In Play,0.0,,,0,55.2,19.5,6,0,0,draw,0,6,0
19,3829515,1,0,8,Floyd Ayité,Bastia,3,Bastia,Ball Recovery,Regular Play,,,0.0,,,0,71.4,16.9,8,0,0,draw,0,8,0
20,3829515,1,0,8,Floyd Ayité,Bastia,3,Bastia,Carry,Regular Play,,,0.82831,,,0,71.4,16.9,8,0,0,draw,0,8,0
21,3829515,1,0,8,Floyd Ayité,Bastia,3,Bastia,Pass,Regular Play,,,1.004533,,,0,73.3,17.4,8,0,0,draw,0,8,0
23,3829515,1,0,9,Gaël Danic,Bastia,3,Bastia,Carry,Regular Play,,,0.794261,,,0,73.3,27.4,9,0,0,draw,0,9,0
24,3829515,1,0,10,Jonas Martin,Montpellier,3,Bastia,Pressure,Regular Play,,,0.240568,,,0,38.9,56.4,10,0,0,draw,0,10,0
25,3829515,1,0,10,Gaël Danic,Bastia,3,Bastia,Pass,Regular Play,,,3.159408,,,0,82.6,23.1,10,0,0,draw,0,10,0
27,3829515,1,0,13,Floyd Ayité,Bastia,3,Bastia,Carry,Regular Play,,,0.040000003,,,0,112.5,9.9,13,0,0,draw,0,13,0
28,3829515,1,0,13,Floyd Ayité,Bastia,3,Bastia,Pass,Regular Play,,,1.219038,Incomplete,,0,112.5,9.9,13,0,0,draw,0,13,0
30,3829515,1,0,15,Daniel Congré,Montpellier,3,Bastia,Clearance,Regular Play,,,0.0,,,0,8.2,41.6,15,0,0,draw,0,15,0
31,3829515,1,0,17,Seko Fofana,Bastia,3,Bastia,Pass,Regular Play,,,1.581635,,,0,85.8,23.8,17,0,0,draw,0,17,0
33,3829515,1,0,19,Yannick Cahuzac,Bastia,3,Bastia,Carry,Regular Play,,,1.887379,,,0,81.0,40.4,19,0,0,draw,0,19,0
34,3829515,1,0,21,Yannick Cahuzac,Bastia,3,Bastia,Pass,Regular Play,,,1.461795,,,0,80.0,52.8,21,0,0,draw,0,21,0
